"team","year","medal","n","gdp","pop"
"Myanmar",2016,NA,NA,63.1017516632419,51.892349
"Northern Mariana Islands",2000,NA,NA,NA,0.080338
"Northern Mariana Islands",2004,NA,NA,1.56299393939394,0.071898
"Northern Mariana Islands",2008,NA,NA,1.05449696969697,0.060032
"Northern Mariana Islands",2012,NA,NA,0.822860606060606,0.052359
"Northern Mariana Islands",2016,NA,NA,1.1758303030303,0.051133
"Mauritania",2000,NA,NA,3.40961114012319,2.695003
"Mauritania",2004,NA,NA,3.84018778565018,2.946575
"Mauritania",2008,NA,NA,4.82031442977919,3.233336
"Mauritania",2012,NA,NA,5.38863948210054,3.636113
"Mauritania",2016,NA,NA,6.24462245196817,4.05189
"Malawi",2000,NA,NA,4.73677394022415,11.229387
"Malawi",2004,NA,NA,5.1011121944994,12.411342
"Malawi",2008,NA,NA,6.50674152125712,13.889423
"Malawi",2012,NA,NA,8.05493350612399,15.581251
"Malawi",2016,NA,NA,9.44996123870794,17.405624
"Namibia",2000,NA,NA,5.60797366733031,1.819141
"Namibia",2004,NA,NA,6.95827595069608,1.939406
"Namibia",2008,NA,NA,8.26269973519694,2.038552
"Namibia",2012,NA,NA,9.70249381843111,2.16747
"Namibia",2016,NA,NA,11.3389917388743,2.323352
"New Caledonia",2000,NA,NA,NA,0.21323
"New Caledonia",2004,NA,NA,NA,0.22875
"New Caledonia",2008,NA,NA,NA,0.24275
"New Caledonia",2012,NA,NA,NA,0.259
"New Caledonia",2016,NA,NA,NA,0.27022
"Nicaragua",2000,NA,NA,7.32486921807341,5.123222
"Nicaragua",2004,NA,NA,8.20397383222524,5.386223
"Nicaragua",2008,NA,NA,9.68450065592544,5.687744
"Nicaragua",2012,NA,NA,11.0718783503686,6.030607
"Nicaragua",2016,NA,NA,13.3387858700196,6.389235
"Nepal",2000,NA,NA,13.4323672210195,24.5595
"Nepal",2004,NA,NA,15.3360363569726,26.003965
"Nepal",2008,NA,NA,17.9987135993171,26.881544
"Nepal",2012,NA,NA,21.3481108770432,27.330694
"Nepal",2016,NA,NA,24.4663112592881,27.861186
"Nauru",2000,NA,NA,0.0444066538630734,0.010377
"Nauru",2004,NA,NA,0.0357688881784314,0.010335
"Nauru",2008,NA,NA,0.0504972538989619,0.010243
"Nauru",2012,NA,NA,0.0680310226138793,0.010444
"Nauru",2016,NA,NA,0.0883701943231835,0.011437
"Oman",2000,NA,NA,46.7764629028779,2.344253
"Oman",2004,NA,NA,47.6533620064213,2.468855
"Oman",2008,NA,NA,58.1631498901763,2.651028
"Oman",2012,NA,NA,70.3182604897491,3.535579
"Oman",2016,NA,NA,82.6828735557961,4.39807
"Pakistan",2000,NA,NA,162.552194688572,154.369924
"Pakistan",2004,NA,NA,196.464413110888,170.64862
"Pakistan",2008,NA,NA,238.399717138761,185.931955
"Pakistan",2012,NA,NA,264.876940258885,202.205861
"Pakistan",2016,NA,NA,319.68271189074,213.52484
"Peru",2000,NA,NA,87.4093792647108,26.654439
"Peru",2004,NA,NA,101.398766434291,27.893911
"Peru",2008,NA,NA,137.23469622505,28.806185
"Peru",2012,NA,NA,169.620385179423,29.749589
"Peru",2016,NA,NA,197.306492869139,31.132779
"Palau",2000,NA,NA,0.234499511983676,0.019726
"Palau",2004,NA,NA,0.263814615976952,0.019907
"Palau",2008,NA,NA,0.262030394808828,0.019102
"Palau",2012,NA,NA,0.256327763575156,0.017946
"Palau",2016,NA,NA,0.289750513683649,0.017816
"Papua New Guinea",2000,NA,NA,11.0164252706953,5.508297
"Papua New Guinea",2004,NA,NA,11.5287251107168,6.293166
"Papua New Guinea",2008,NA,NA,13.8921558360293,7.137988
"Papua New Guinea",2012,NA,NA,17.2899800887062,8.026545
"Papua New Guinea",2016,NA,NA,22.915960976066,8.899169
"West Bank and Gaza",2000,NA,NA,7.1183735,2.922153
"West Bank and Gaza",2004,NA,NA,7.8534,3.236626
"West Bank and Gaza",2008,NA,NA,9.648,3.591977
"West Bank and Gaza",2012,NA,NA,12.8869,3.979998
"West Bank and Gaza",2016,NA,NA,15.211,4.367088
"French Polynesia",2000,NA,NA,5.4146533257104,0.250927
"French Polynesia",2004,NA,NA,5.61154032519001,0.267132
"French Polynesia",2008,NA,NA,5.77622531778073,0.280558
"French Polynesia",2012,NA,NA,5.1870213483422,0.286584
"French Polynesia",2016,NA,NA,5.45204998438591,0.293541
"Rwanda",2000,NA,NA,2.73815485717088,8.109989
"Rwanda",2004,NA,NA,3.69232659910007,8.791853
"Rwanda",2008,NA,NA,5.27788583730442,9.781996
"Rwanda",2012,NA,NA,7.05950035830804,10.840334
"Rwanda",2016,NA,NA,9.05388483151724,11.930899
"Senegal",2000,NA,NA,10.4504719909721,9.704287
"Senegal",2004,NA,NA,12.0535252171809,10.698691
"Senegal",2008,NA,NA,13.7197741593291,11.872929
"Senegal",2012,NA,NA,15.3610669988901,13.231833
"Senegal",2016,NA,NA,18.9045430558656,14.751356
"Solomon Islands",2000,NA,NA,0.769821323862413,0.429978
"Solomon Islands",2004,NA,NA,0.790028121465616,0.471785
"Solomon Islands",2008,NA,NA,0.97239666439558,0.516001
"Solomon Islands",2012,NA,NA,1.20796122862394,0.567763
"Solomon Islands",2016,NA,NA,1.38056077050796,0.628102
"Sierra Leone",2000,NA,NA,1.83637235488963,4.584067
"Sierra Leone",2004,NA,NA,2.53673738313753,5.533329
"Sierra Leone",2008,NA,NA,3.14278371855673,6.09086
"Sierra Leone",2012,NA,NA,4.22424420726028,6.788587
"Sierra Leone",2016,NA,NA,4.52189408509341,7.493913
"El Salvador",2000,NA,NA,17.6214470361716,5.958482
"El Salvador",2004,NA,NA,18.5018102346557,6.035655
"El Salvador",2008,NA,NA,20.6229045438145,6.068099
"El Salvador",2012,NA,NA,22.0191277529422,6.161289
"El Salvador",2016,NA,NA,24.033351541724,6.25051
"San Marino",2000,NA,NA,1.49556899941544,0.026823
"San Marino",2004,NA,NA,1.72008838160824,0.029093
"San Marino",2008,NA,NA,1.94951529128066,0.0307
"San Marino",2012,NA,NA,1.40846038665211,0.033132
"San Marino",2016,NA,NA,1.45267691012972,0.033834
"Somalia",2000,NA,NA,2.71572394910689,8.721465
"Somalia",2004,NA,NA,3.60925068290932,10.117354
"Somalia",2008,NA,NA,4.68624754948746,11.44487
"Somalia",2012,NA,NA,6.07282750671281,12.440326
"Somalia",2016,NA,NA,7.43328090934461,14.292847
"South Sudan",2000,NA,NA,NA,6.11444
"South Sudan",2004,NA,NA,NA,7.317118
"South Sudan",2008,NA,NA,20.1852177858109,8.823888
"South Sudan",2012,NA,NA,11.5005308354315,10.701604
"South Sudan",2016,NA,NA,NA,11.066105
"Sao Tome and Principe",2000,NA,NA,0.138248374551844,0.143714
"Sao Tome and Principe",2004,NA,NA,0.165126275794519,0.157697
"Sao Tome and Principe",2008,NA,NA,0.211009232403659,0.174004
"Sao Tome and Principe",2012,NA,NA,0.232194322317036,0.189924
"Sao Tome and Principe",2016,NA,NA,0.273459361117428,0.204632
"Suriname",2000,NA,NA,2.92101893453474,0.478998
"Suriname",2004,NA,NA,3.60876175524276,0.510572
"Suriname",2008,NA,NA,4.36732619830964,0.533938
"Suriname",2012,NA,NA,5.14298829824504,0.558111
"Suriname",2016,NA,NA,4.8744542561508,0.581453
"Eswatini",2000,NA,NA,2.48498434855671,1.030496
"Eswatini",2004,NA,NA,2.8215710161845,1.065764
"Eswatini",2008,NA,NA,3.33785220051293,1.08987
"Eswatini",2012,NA,NA,3.79193501335704,1.111444
"Eswatini",2016,NA,NA,4.10642213398005,1.142524
"Sint Maarten (Dutch part)",2000,NA,NA,NA,0.030519
"Sint Maarten (Dutch part)",2004,NA,NA,NA,0.032488
"Sint Maarten (Dutch part)",2008,NA,NA,NA,0.033964
"Sint Maarten (Dutch part)",2012,NA,NA,1.3763684341966,0.03464
"Sint Maarten (Dutch part)",2016,NA,NA,1.43161045170303,0.038992
"Seychelles",2000,NA,NA,0.949537227205275,0.081131
"Seychelles",2004,NA,NA,0.858736866549886,0.082475
"Seychelles",2008,NA,NA,1.08462759453557,0.086956
"Seychelles",2012,NA,NA,1.24816299834204,0.088303
"Seychelles",2016,NA,NA,1.60597521858763,0.094677
"Syrian Arab Republic",2000,NA,NA,20.7704878449798,16.307654
"Syrian Arab Republic",2004,NA,NA,25.0045196809394,18.084007
"Syrian Arab Republic",2008,NA,NA,30.8017171482992,21.474059
"Syrian Arab Republic",2012,NA,NA,25.9982678881137,22.605577
"Syrian Arab Republic",2016,NA,NA,15.412063239594,18.964252
"Turks and Caicos Islands",2000,NA,NA,NA,0.018744
"Turks and Caicos Islands",2004,NA,NA,NA,0.022869
"Turks and Caicos Islands",2008,NA,NA,NA,0.027422
"Turks and Caicos Islands",2012,NA,NA,0.770245945259462,0.032081
"Turks and Caicos Islands",2016,NA,NA,1.01038119660485,0.038246
"Chad",2000,NA,NA,3.13311639656012,8.259137
"Chad",2004,NA,NA,5.81847035442317,9.613503
"Chad",2008,NA,NA,7.31262625637665,11.098664
"Chad",2012,NA,NA,9.43019134488826,12.754906
"Chad",2016,NA,NA,10.2653875033572,14.592585
"Turkmenistan",2000,NA,NA,10.3340052280022,4.569132
"Turkmenistan",2004,NA,NA,11.7222569101313,4.819792
"Turkmenistan",2008,NA,NA,18.7308439993395,5.100083
"Turkmenistan",2012,NA,NA,27.6549479841806,5.458682
"Turkmenistan",2016,NA,NA,38.0192965594106,5.868561
"Timor-Leste",2000,NA,NA,0.832683747800834,0.87836
"Timor-Leste",2004,NA,NA,0.887702844351805,0.945989
"Timor-Leste",2008,NA,NA,1.07668753250476,1.043076
"Timor-Leste",2012,NA,NA,1.44064150968926,1.137676
"Timor-Leste",2016,NA,NA,1.64893439663183,1.224562
"Tonga",2000,NA,NA,0.359753425470188,0.102603
"Tonga",2004,NA,NA,0.390715587789181,0.105036
"Tonga",2008,NA,NA,0.410106846731645,0.106932
"Tonga",2012,NA,NA,0.422075973931432,0.107502
"Tonga",2016,NA,NA,0.465718553045708,0.105707
"Tuvalu",2000,NA,NA,0.0291717229332692,0.009638
"Tuvalu",2004,NA,NA,0.0298662877650137,0.009791
"Tuvalu",2008,NA,NA,0.0333391119237362,0.010272
"Tuvalu",2012,NA,NA,0.0319499822602472,0.010854
"Tuvalu",2016,NA,NA,0.0388956305776922,0.010852
"Tanzania",2000,NA,NA,18.4864812031543,34.463704
"Tanzania",2004,NA,NA,24.0818327360715,38.360879
"Tanzania",2008,NA,NA,31.1132774544947,42.870884
"Tanzania",2012,NA,NA,39.1876739976272,47.786137
"Tanzania",2016,NA,NA,50.6698887842555,54.401802
"St. Vincent and the Grenadines",2000,NA,NA,0.574859123246213,0.113813
"St. Vincent and the Grenadines",2004,NA,NA,0.68443401056457,0.112608
"St. Vincent and the Grenadines",2008,NA,NA,0.778626043927224,0.110316
"St. Vincent and the Grenadines",2012,NA,NA,0.737643344412283,0.108083
"St. Vincent and the Grenadines",2016,NA,NA,0.819165611528601,0.105963
"British Virgin Islands",2000,NA,NA,NA,0.020104
"British Virgin Islands",2004,NA,NA,NA,0.022715
"British Virgin Islands",2008,NA,NA,NA,0.026115
"British Virgin Islands",2012,NA,NA,NA,0.028421
"British Virgin Islands",2016,NA,NA,NA,0.029739
"Virgin Islands (U.S.)",2000,NA,NA,NA,0.108642
"Virgin Islands (U.S.)",2004,NA,NA,4.8230803094984,0.108466
"Virgin Islands (U.S.)",2008,NA,NA,5.43879268943436,0.108397
"Virgin Islands (U.S.)",2012,NA,NA,3.99626654215582,0.108188
"Virgin Islands (U.S.)",2016,NA,NA,3.72163927427962,0.107516
"Vanuatu",2000,NA,NA,0.524670620985493,0.192074
"Vanuatu",2004,NA,NA,0.5210833597742,0.212422
"Vanuatu",2008,NA,NA,0.646564042895503,0.233952
"Vanuatu",2012,NA,NA,0.702797117105294,0.257313
"Vanuatu",2016,NA,NA,0.765139554265375,0.283218
"Samoa",2000,NA,NA,0.535129944383763,0.184008
"Samoa",2004,NA,NA,0.658527692510763,0.188073
"Samoa",2008,NA,NA,0.746336191822415,0.191787
"Samoa",2012,NA,NA,0.787546481622133,0.198124
"Samoa",2016,NA,NA,0.889949544378272,0.205544
"Yemen, Rep.",2000,NA,NA,41.4982409804693,18.6287
"Yemen, Rep.",2004,NA,NA,48.2949370785293,20.733406
"Yemen, Rep.",2008,NA,NA,56.3517893581585,23.329004
"Yemen, Rep.",2012,NA,NA,56.3400773378066,26.223391
"Yemen, Rep.",2016,NA,NA,38.4652665756754,29.274002
"Zambia",2000,NA,NA,8.05903021046366,9.891136
"Zambia",2004,NA,NA,10.1530757853691,11.18804
"Zambia",2008,NA,NA,13.719086269626,12.852966
"Zambia",2012,NA,NA,18.7731178866854,14.744658
"Zambia",2016,NA,NA,22.0492213083575,16.767761
